seed,s,plain_rae
2026001,0.2,0.9269130691045083
2026001,0.21,0.9232595793087102
2026001,0.22,0.919606089512912
2026001,0.23,0.9159525997171138
2026001,0.24,0.9122991099213156
2026001,0.25,0.9086456201255172
2026001,0.26,0.9049924290328334
2026001,0.27,0.9013400528977872
2026001,0.28,0.8976876767627411
2026001,0.29,0.8940353006276949
2026001,0.3,0.8903837834417391
2026001,0.31,0.8867325459736692
2026001,0.32,0.8830819979575106
2026001,0.33,0.8794319248053247
2026001,0.34,0.8757820186536311
2026001,0.35,0.8721331213856293
2026001,0.36,0.8684842241176273
2026001,0.37,0.8648353268496253
2026001,0.38,0.8611864295816234
2026001,0.39,0.8575375323136213
2026001,0.4,0.8538886350456194
2026001,0.41,0.8502397377776175
2026001,0.42,0.8465908405096154
2026001,0.43,0.8429419432416135
2026001,0.44,0.8392930459736115
2026001,0.45,0.8356441487056095
2026001,0.46,0.8319952514376077
2026001,0.47,0.8283463541696056
2026001,0.48,0.8246974569016037
2026001,0.49,0.8210485596336018
2026001,0.5,0.8173996623655997
2026001,0.51,0.8137507650975978
2026001,0.52,0.8101018678295957
2026001,0.53,0.806453651332281
2026001,0.54,0.8028061382752392
2026001,0.55,0.7991598209234038
2026001,0.56,0.7955135877386564
2026001,0.57,0.7918680001309881
2026001,0.58,0.7882231869624526
2026001,0.59,0.7845783737939174
2026001,0.6,0.7809335606253816
2026001,0.61,0.7772887474568463
2026001,0.62,0.7736439342883109
2026001,0.63,0.7699991211197754
2026001,0.64,0.7663543079512398
2026001,0.65,0.7627094947827043
2026001,0.66,0.7590646816141688
2026001,0.67,0.7554198684456337
2026001,0.68,0.7517757730573299
2026001,0.69,0.7481324131687375
2026001,0.7,0.744489053280145
2026001,0.71,0.7408456933915527
2026001,0.72,0.7372023335029604
2026001,0.73,0.733558973614368
2026001,0.74,0.7299156137257755
2026001,0.75,0.7262722538371831
2026001,0.76,0.7226288939485909
2026001,0.77,0.7189855340599984
2026001,0.78,0.715342174171406
2026001,0.79,0.7116988142828136
2026001,0.8,0.7080565561746979
2026001,0.81,0.7044159967859561
2026001,0.82,0.700778126940627
2026001,0.83,0.6971402570952979
2026001,0.84,0.6935023872499688
2026001,0.85,0.6898659610818056
2026001,0.86,0.6862310186079726
2026001,0.87,0.6825984658534602
2026001,0.88,0.678966086327943
2026001,0.89,0.6753337068024258
2026001,0.9,0.6717038460568518
2026001,0.91,0.6680792356152797
2026001,0.92,0.6644553719323795
2026001,0.93,0.6608331041133021
2026001,0.94,0.6572108362942249
2026001,0.95,0.6535885684751476
2026001,0.96,0.6499669694063119
2026001,0.97,0.6463484721813195
2026001,0.98,0.6427301800550654
2026001,0.99,0.6391118879288116
2026001,1.0,0.635494464902241
2026001,1.01,0.6318840653677605
2026001,1.02,0.6282756193761081
2026001,1.03,0.624671208910565
2026001,1.04,0.6210692698304107
2026001,1.05,0.61746770259832
2026001,1.06,0.6138671321051103
2026001,1.07,0.6102705191032143
2026001,1.08,0.6066759242136204
2026001,1.09,0.6030837075939587
2026001,1.1,0.5994914909742969
2026001,1.11,0.5958998519610784
2026001,1.12,0.592309792369347
2026001,1.13,0.5887197327776155
2026001,1.14,0.5851296731858839
2026001,1.15,0.5815396135941525
2026001,1.16,0.577951738887887
2026001,1.17,0.5743693596063443
2026001,1.18,0.5707888280369386
2026001,1.19,0.567210140843973
2026001,1.2,0.5636314536510072
2026001,1.21,0.5600527664580416
2026001,1.22,0.5564748699397815
2026001,1.23,0.5529016937822959
2026001,1.24,0.5493315343302869
2026001,1.25,0.5457662370270835
2026001,1.26,0.5422021721905621
2026001,1.27,0.5386381073540407
2026001,1.28,0.5350740425175193
2026001,1.29,0.5315099776809981
2026001,1.3,0.5279459128444767
2026001,1.31,0.5243818480079553
2026001,1.32,0.520817783171434
2026001,1.33,0.5172537183349126
2026001,1.34,0.5136896534983912
2026001,1.35,0.5101255886618697
2026001,1.36,0.5065616698114729
2026001,1.37,0.5030076605211712
2026001,1.38,0.49945970050769534
2026001,1.39,0.4959199030274943
2026001,1.4,0.49238710346131004
2026001,1.41,0.48885613697050895
2026001,1.42,0.485326915608561
2026001,1.43,0.48180104387950146
2026001,1.44,0.4782781257611589
2026001,1.45,0.47475520764281626
2026001,1.46,0.4712322895244737
2026001,1.47,0.46770937140613117
2026001,1.48,0.46418645328778857
2026001,1.49,0.46066353516944597
2026001,1.5,0.4571406170511034
2026001,1.51,0.4536176989327608
2026001,1.52,0.4500947808144183
2026001,1.53,0.44657186269607574
2026001,1.54,0.44305323226232746
2026001,1.55,0.43954162694734505
2026001,1.56,0.4360340995586832
2026001,1.57,0.43253501099381986
2026001,1.58,0.42903716271864256
2026001,1.59,0.42553931444346527
2026001,1.6,0.4220414661682879
2026001,1.61,0.4185436178931107
2026001,1.62,0.4150457696179334
2026001,1.63,0.4115479213427562
2026001,1.64,0.40805155716806174
2026001,1.65,0.4045589067341647
2026001,1.66,0.40106840121263776
2026001,1.67,0.39757869736735185
2026001,1.68,0.39409191389725723
2026001,1.69,0.39060513042716244
2026001,1.7,0.3871195875399917
2026001,1.71,0.3836397824984211
2026001,1.72,0.3801620931642993
2026001,1.73,0.3766927562817454
2026001,1.74,0.37322987206486957
2026001,1.75,0.3697735843839954
2026001,1.76,0.36631741089148373
2026001,1.77,0.3628623963306698
2026001,1.78,0.3594102049036866
2026001,1.79,0.3559580134767034
2026001,1.8,0.35250582204972014
2026001,1.81,0.3490615260144171
2026001,1.82,0.3456218031433998
2026001,1.83,0.3421856682888718
2026001,1.84,0.33875454629521007
2026001,1.85,0.3353272918029338
2026001,1.86,0.33190065099177996
2026001,1.87,0.3284855507868974
2026001,1.88,0.32507432922698526
2026001,1.89,0.3216642850273783
2026001,1.9,0.3182568580814895
2026001,1.91,0.3148540342944976
2026001,1.92,0.3114526839714495
2026001,1.93,0.30805133364840137
2026001,1.94,0.3046499833253532
2026001,1.95,0.30125157317821943
2026001,1.96,0.2978547139804302
2026001,1.97,0.294457854782641
2026001,1.98,0.29106418961531133
2026001,1.99,0.28767819404044637
2026001,2.0,0.28429772883982196
2026001,2.01,0.2809215533018385
2026001,2.02,0.2775526539348682
2026001,2.03,0.2741837545678981
2026001,2.04,0.2708173490397735
2026001,2.05,0.26745435719104266
2026001,2.06,0.26409503398604833
2026001,2.07,0.2607381034845935
2026001,2.08,0.25739090046570107
2026001,2.09,0.2540460496448791
2026001,2.1,0.25070119882405706
2026001,2.11,0.24735802962175926
2026001,2.12,0.24402607454111058
2026001,2.13,0.24069692515255728
2026001,2.14,0.23737366132529636
2026001,2.15,0.23406233234168175
2026001,2.16,0.2308025623563898
2026001,2.17,0.2275627314920969
2026001,2.18,0.22437378486493403
2026001,2.19,0.22124134387926236
2026001,2.2,0.21817166373718655
2026001,2.21,0.2151019835951109
2026001,2.22,0.21203396385540935
2026001,2.23,0.20897496715436562
2026001,2.24,0.20594361768584335
2026001,2.25,0.2029154695570831
2026001,2.26,0.1999167768354516
2026001,2.27,0.19696147139936016
2026001,2.28,0.1940524663355378
2026001,2.29,0.19117947892996667
2026001,2.3,0.18837484970757726
2026001,2.31,0.1856452528522759
2026001,2.32,0.18305015257032956
2026001,2.33,0.18058631947878973
2026001,2.34,0.1782834388239166
2026001,2.35,0.17607928986159313
2026001,2.36,0.1740482418937798
2026001,2.37,0.17220588451165514
2026001,2.38,0.17052644462494385
2026001,2.39,0.16902557599954557
2026001,2.4,0.16772660672475492
2026001,2.41,0.1665338950819139
2026001,2.42,0.16538171848852887
2026001,2.43,0.16429586591227643
2026001,2.44,0.16326803235670295
2026001,2.45,0.16229565613855718
2026001,2.46,0.1613304915564936
2026001,2.47,0.16037800010029263
2026001,2.48,0.15943603254940378
2026001,2.49,0.15850745719463882
2026001,2.5,0.15759539119757598
2026001,2.51,0.15671906727462412
2026001,2.52,0.15586523132557925
2026001,2.53,0.15505376786206632
2026001,2.54,0.15429097770762354
2026001,2.55,0.15353733002607
2026001,2.56,0.15279479051360617
2026001,2.57,0.15206892974801206
2026001,2.58,0.15134329576653127
2026001,2.59,0.1506286956502485
2026001,2.6,0.14992624924802103
2026001,2.61,0.14922873162012829
2026001,2.62,0.14853121399223554
2026001,2.63,0.14783369636434282
2026001,2.64,0.14715386335887215
2026001,2.65,0.14650737368574943
2026001,2.66,0.14588466361893676
2026001,2.67,0.14528270596342865
2026001,2.68,0.1447131556735886
2026001,2.69,0.14422211969087473
2026001,2.7,0.14378191300829066
2026001,2.71,0.14336828554687414
2026001,2.72,0.14299137946623847
2026001,2.73,0.1426392430339294
2026001,2.74,0.14230695118505635
2026001,2.75,0.1420020820284763
2026001,2.76,0.14173600170087888
2026001,2.77,0.1414897003869964
2026001,2.78,0.1412776862311873
2026001,2.79,0.1410767953469122
2026001,2.8,0.14094045116421805
2026001,2.81,0.140844174178834
2026001,2.82,0.1407707752360457
2026001,2.83,0.14071733235717385
2026001,2.84,0.14067308949718113
2026001,2.85,0.1406486486065497
2026001,2.86,0.1406936248070222
2026001,2.87,0.14084702131992025
2026001,2.88,0.14113522535162268
2026001,2.89,0.14163501361435563
2026001,2.9,0.14232573621083489
2026001,2.91,0.143137525830456
2026001,2.92,0.14409997913270178
2026001,2.93,0.145202162564254
2026001,2.94,0.14644815830735536
2026001,2.95,0.1478257501996027
2026001,2.96,0.14938601352440856
2026001,2.97,0.1511671161460231
2026001,2.98,0.15303373875068993
2026001,2.99,0.1550205866618857
2026001,3.0,0.15710109752433787
2026002,0.2,0.9322797814868949
2026002,0.21,0.9286827710441555
2026002,0.22,0.9250857606014159
2026002,0.23,0.9214887501586763
2026002,0.24,0.9178939265729882
2026002,0.25,0.914299795221745
2026002,0.26,0.9107081611265774
2026002,0.27,0.9071183386453405
2026002,0.28,0.9035300126787783
2026002,0.29,0.8999416867122163
2026002,0.3,0.8963533607456542
2026002,0.31,0.8927650347790921
2026002,0.32,0.8891767088125299
2026002,0.33,0.8855883828459677
2026002,0.34,0.8820000568794055
2026002,0.35,0.8784117309128434
2026002,0.36,0.8748234049462812
2026002,0.37,0.8712350789797191
2026002,0.38,0.867646753013157
2026002,0.39,0.8640584270465947
2026002,0.4,0.8604701010800326
2026002,0.41,0.8568817751134704
2026002,0.42,0.8532934491469083
2026002,0.43,0.8497051231803461
2026002,0.44,0.8461167972137841
2026002,0.45,0.842528471247222
2026002,0.46,0.8389401452806597
2026002,0.47,0.8353551277010068
2026002,0.48,0.83177267059281
2026002,0.49,0.8281914612101456
2026002,0.5,0.8246119457388088
2026002,0.51,0.8210324302674723
2026002,0.52,0.8174555773195582
2026002,0.53,0.8138790056759184
2026002,0.54,0.8103044270940754
2026002,0.55,0.8067341993488875
2026002,0.56,0.8031667608241674
2026002,0.57,0.7995993222994473
2026002,0.58,0.796031883774727
2026002,0.59,0.7924644452500069
2026002,0.6,0.7888970067252868
2026002,0.61,0.7853295682005669
2026002,0.62,0.7817621296758466
2026002,0.63,0.7781946911511265
2026002,0.64,0.7746272526264064
2026002,0.65,0.7710598141016861
2026002,0.66,0.7674923755769661
2026002,0.67,0.7639249370522461
2026002,0.68,0.760357498527526
2026002,0.69,0.7567900600028057
2026002,0.7,0.7532226214780855
2026002,0.71,0.7496562269781143
2026002,0.72,0.7460919178201545
