repeat,fold,inchikey,Molecule_Name,chemeleon__lightgbm,chemeleon__rf,chemeleon__xgboost,chemprop_chemeleoninit,chemprop_randominit,ecfp4_narrow__lightgbm,ecfp4_narrow__rf,ecfp4_narrow__xgboost,mordred_pca__lightgbm,mordred_pca__rf,mordred_pca__xgboost,y_true,conf_low,conf_high
0,0,IENZQIKPVFGBNW-UHFFFAOYSA-N,OCNT-0022066,4.605354199828979,4.429442728169999,4.2650814,4.632491,4.713321,4.360079952171412,4.480372320459999,4.27522,4.181291434817162,4.345266771149998,3.663521,3.519692225,2.86105175,4.069613
0,0,FPCCSQOGAWCVBH-UHFFFAOYSA-N,OCNT-0022314,4.38943863394658,4.49722988636,4.1471305,4.368973,3.9005618,4.228062071936943,4.518584453900001,4.47474,4.57162046831743,4.290696775189997,4.4871902,4.26358712,3.8922565,4.79349825
0,0,VCKUSRYTPJJLNI-UHFFFAOYSA-N,OCNT-0022316,4.204113518243526,4.272839105950002,4.058654,4.058048,4.4681425,4.138784830728878,3.909857009630001,3.915137,3.7119631998169695,4.156845107729999,3.6496923,2.252633272,1.069494,3.597518
0,0,DRLFMBDRBRZALE-UHFFFAOYSA-N,OCNT-0478539,4.180973701735708,4.327115904829999,4.6170073,4.232103,4.2826443,3.950052186555623,3.45069354672,3.7962556,4.045067714308774,4.125210640479999,3.3695238,3.595793432,2.52452525,4.14147425
0,0,JCCNYMKQOSZNPW-UHFFFAOYSA-N,OCNT-0493312,4.849419368555121,4.868036672460001,4.829312,4.614675,5.0613,4.892670182228767,5.24769255355,4.6371546,4.828643344003961,4.71316106516,5.081954,5.846211473,5.739996,5.95511725
0,0,BFPYWIDHMRZLRN-SLHNCBLASA-N,OCNT-0494162,4.538339040453788,4.60364160495,4.5957923,4.954202,4.937013,4.7656071549188015,4.867013239830005,4.657758,4.584772681655775,4.47738087893,4.6541505,5.231331972,5.05052775,5.35679525
0,0,RUDATBOHQWOJDD-BSWAIDMHSA-N,OCNT-0494638,4.425697489499813,4.3421798131500005,3.6696613,4.284225,4.17205,4.7823449525330854,4.50266910037,4.718155,4.497023021356537,4.384368361230002,4.005079,4.125769155,3.7604565,4.584185
0,0,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,OCNT-0494698,4.9999524512427636,4.964457192320001,4.947084,5.351231,4.8575583,4.931505011875516,4.997662541040001,5.0145817,4.815334138452661,4.6442627817,5.389826,5.424638007,5.142857,5.66770325
0,0,YJGVMLPVUAXIQN-XVVDYKMHSA-N,OCNT-0497934,4.7083017799242075,4.61520654581,4.9874325,4.8827806,4.741237,4.430859911493543,4.533578023089999,4.539421,4.1056802669219925,4.344964455650003,4.2884545,5.73559019,5.62336375,5.8519315
0,0,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,OCNT-0497954,4.77517923734485,4.53208670759,4.1702623,5.090164,4.7739506,5.040576101180391,4.635045237170001,5.1362677,4.538503118217518,4.449818152330001,5.0598006,4.575055157,4.430782,4.753691
0,0,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,OCNT-0498064,4.491912026004069,4.537892414369999,4.537713,4.949386,4.674673,4.383792943623027,4.51080642386,4.27522,3.7893113474698943,3.9298411515599976,3.4951527,4.441327037,4.1795835,4.78865925
0,0,JNMRHUJNCSQMMB-UHFFFAOYSA-N,OCNT-0498121,4.536583734511357,4.683324659460001,4.6198053,4.5301704,4.823853,3.727190913022292,3.3647265142799996,3.6720185,4.323973830065736,3.974680526329998,4.1688175,4.04949926,3.61248425,4.40701175
0,0,MBGGBVCUIVRRBF-UHFFFAOYSA-N,OCNT-0498160,4.831725805885541,4.989131739799999,4.9966516,5.2413907,4.903629,4.888360981981427,5.09828346565,4.7759223,4.778585381890598,4.8504472283099975,4.0522165,3.877364105,3.35498275,4.3340075
0,0,INWLQCZOYSRPNW-UHFFFAOYSA-N,OCNT-1965960,3.993531767377504,4.212641333950001,4.2176933,4.0843453,3.927857,3.93089852157268,3.524315237819997,3.9170995,4.266880829242078,4.167565294749999,3.442947,2.2828893,1.08269575,3.26408225
0,0,HNTSVSUJRBPIDS-UHFFFAOYSA-N,OCNT-2308494,4.810404881051968,4.781722084410001,4.9819417,4.9617124,4.669416,4.769434210005533,4.79335726785,4.766923,4.833736072635578,4.838954841700001,4.9270883,4.372024367,3.980583,4.9538635
0,0,ZWRLRPADEBXZJB-UHFFFAOYSA-N,OCNT-2308539,4.877830896930556,4.724715194659999,4.845188,4.829038,4.9160633,5.006307250549253,5.082411168020002,4.6371546,4.798741716726046,4.7539253376899975,4.8891473,5.51041815,5.32589775,5.6689055
0,0,JBLWNFFRBGGQRJ-UHFFFAOYSA-N,OCNT-2308571,5.218639143270586,5.154967684580002,4.8448687,5.408765,5.0719233,4.953044992432098,5.074824096339999,4.96637,5.145853417819606,5.063888428099999,5.122733,4.826146405,4.66489875,5.02616225
0,0,KOJVPCIQCXWRGV-LRDDRELGSA-N,OCNT-2308585,3.867447260918755,3.94465052299,3.6830351,3.3294706,3.7288747,3.9513652111443855,3.552170790860001,3.887371,4.055951051066529,4.22760014113,4.103956,2.370778473,1.10580225,3.70585175
0,0,HCZDJIDHWJKQNL-UHFFFAOYSA-N,OCNT-2308624,4.68430286200515,4.607140761980001,4.8568087,5.1760325,4.3208027,4.656648904983651,4.441822812530001,4.568632,4.565889563801376,4.519701167760001,4.3374786,4.43455903,4.12865875,4.876771
0,0,NECXPRJZRYCKAT-UHFFFAOYSA-N,OCNT-2308649,4.7082049421236105,4.735522890299999,4.8245263,5.3936915,4.6669726,4.663582774648124,4.67419752224,4.837352,4.610749329363511,4.728038475039998,5.016051,4.349199405,3.81890025,5.06770775
0,0,SFFQJAZXVFNTET-UHFFFAOYSA-N,OCNT-2308656,4.766342089119913,4.951962893550001,4.8551927,5.2724714,4.951653,5.045139099370465,5.295990871429998,4.6614575,4.918419657245113,4.7122505872,5.0593276,5.674395955,5.032478,6.0138865
0,0,CZPCBSYPEXOWNN-KXBFYZLASA-N,OCNT-2308760,4.707425432387171,4.649181866639998,4.8119164,4.3584065,4.382493,4.653117466060451,4.60519875994,4.592663,4.771356806063492,4.769804804780001,5.015068,4.15754825,3.7905775,4.59373125
0,0,FZCCZRTVIJFQKN-UHFFFAOYSA-N,OCNT-2308818,4.959197778204137,4.977960666279999,4.835008,5.252994,5.199382,4.9770951965701,5.018336639310001,4.9450536,5.056498351568043,4.808747221519997,4.9652467,5.530375613,5.4309995,5.62804075
0,0,JAPPCCYAUPAWPQ-UHFFFAOYSA-N,OCNT-2308821,4.282307504056238,4.253215577810002,4.31268,5.0253067,4.9220324,4.976021138370948,5.03760336625,4.9242425,4.882584877098093,4.464811355769999,4.657901,4.607392417,4.41353325,4.82836125
0,0,QECPZZNXERNMLC-HJWAUIETSA-N,OCNT-2308822,4.4353315414228405,4.20035549255,4.246856,4.558381,4.118693,4.576870651133669,4.2876466422699995,3.915137,4.378485833417501,4.42046672257,4.156987,4.027627188,3.59179425,4.65725975
0,0,FQCKBCZETREUQU-UHFFFAOYSA-N,OCNT-2308842,4.571653441390468,4.765725075789998,5.282548,5.1570387,5.1247983,4.805161718680485,4.739889404349999,4.976307,4.59807247904253,4.43824356399,4.4185677,4.208911465,3.80795675,4.7008915
0,0,ANWFMPNNWUQEGN-UHFFFAOYSA-N,OCNT-2308851,4.112496047428601,4.20097394377,4.1210423,3.5939388,3.8001132,4.001858526548163,3.816903266549998,3.887371,4.178864975955447,4.40268487263,4.347558,4.420736525,4.121241,4.79529625
0,0,GENBLLCBSGBWSV-UHFFFAOYSA-N,OCNT-2308860,4.567423370286012,4.785480287379998,4.5493116,4.691823,5.1397014,4.775986672359339,4.665151309799999,4.8314834,3.924169339550936,4.28360499589,4.3305097,4.434269245,3.86219,5.200069
0,0,GDMXBTJFBFUQPG-UHFFFAOYSA-N,OCNT-2308997,4.559395867573994,4.746724285669999,4.965869,4.8123155,4.8525934,5.127792966344162,5.11488793008,4.836083,4.829703062982432,4.790212727059998,5.2687435,5.454204218,5.28290275,5.6183015
0,0,AWUCBRVUTSPZQP-UHFFFAOYSA-N,OCNT-2309196,4.499895175563418,4.883204838059999,4.5831776,5.4116626,4.793543,4.8714694795167865,4.92792892731,4.8145995,4.969281940981262,4.67449339606,4.8186526,5.164130532,4.97663475,5.33000575
0,0,BILGZUNWWFGLCD-UHFFFAOYSA-N,OCNT-2309290,4.749416350450624,4.836536618870002,4.825554,4.896625,4.93794,4.7243475264109716,4.703687252889997,4.5320663,4.8136012458132535,4.878210012050001,4.4811745,4.968570472,4.7860425,5.1656595
0,0,AKNWHDZNSOSXGU-UHFFFAOYSA-N,OCNT-2309345,4.403774079571587,4.39471299508,4.945337,4.3641996,4.4217176,4.5120005147925415,4.52728437548,4.648224,4.284434126404025,4.3227395914699995,4.069529,4.967071435,4.801882,5.129423
0,0,SCYVZKJFARRCOF-SKDRFNHKSA-N,OCNT-2309347,4.671364268155704,4.344761364399999,4.6181974,4.277848,4.618319,4.392958656330325,4.427527103520001,4.3675475,4.598971085506706,4.402385827620001,4.4880614,3.655002367,3.06801475,4.14498125
0,0,GBUSLTPPAQKFHD-UHFFFAOYSA-N,OCNT-2309376,5.374504771685983,5.148850360270001,5.192545,5.0773354,5.433261,4.502352481244843,4.895831054629999,4.648224,4.564618523769358,4.8435819777499995,4.8263006,4.125459848,3.74786,4.52101525
