repeat,fold,inchikey,Molecule_Name,chemeleon__lightgbm,chemeleon__rf,chemeleon__xgboost,chemprop_chemeleoninit,chemprop_randominit,ecfp4_narrow__lightgbm,ecfp4_narrow__rf,ecfp4_narrow__xgboost,mordred_pca__lightgbm,mordred_pca__rf,mordred_pca__xgboost,y_true,conf_low,conf_high
0,0,LNEPOXFFQSENCJ-UHFFFAOYSA-N,OCNT-0022127,4.939728451999128,5.20739338293,5.083927,5.302328,5.2258286,5.117612458382721,5.103377729019999,5.2135344,5.014427230822985,4.847813343130001,5.11958,4.515749103,4.3940255,4.68899975
0,0,KLBQZWRITKRQQV-UHFFFAOYSA-N,OCNT-0022141,5.244276884141261,5.405279574189999,5.2431517,6.048964,5.6761236,6.042623531075291,5.548129545819997,5.3021207,5.727678585888847,5.484561901319998,5.2915277,6.16785525,6.094635,6.24745025
0,0,ZEWQUBUPAILYHI-UHFFFAOYSA-N,OCNT-0022246,5.3490047823229725,5.508193019180001,4.9703174,5.505901,5.623882,5.732177935604362,5.659496031690001,5.4946723,5.6637425618991735,5.286690928160002,5.5691576,5.58116284,5.479809,5.68949425
0,0,PWWVAXIEGOYWEE-UHFFFAOYSA-N,OCNT-0022266,5.176139141111971,5.38668500682,5.029677,5.7625737,5.63902,5.364643636077061,5.421800452139994,5.3663588,5.107822680673937,5.118386407189996,5.295789,5.54198825,5.4579175,5.634382
0,0,WIKYUJGCLQQFNW-UHFFFAOYSA-N,OCNT-0022268,5.3507507560171685,5.640055702000001,4.9703174,5.74944,5.581992,5.6426007878431514,5.557908829449998,5.4114294,5.50433673676657,5.562066899740005,5.4484305,6.068059857,5.97585,6.16919025
0,0,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,OCNT-0483502,4.195170363868469,3.903593558149999,4.663539,3.7745247,4.5193396,4.690320930930829,4.63468388435,4.635463,4.409973923294934,4.232135145910002,4.704683,4.43952215,4.33091625,4.59123225
0,0,JCCNYMKQOSZNPW-UHFFFAOYSA-N,OCNT-0493312,4.842374953866619,4.515362615950001,4.8340926,4.518228,4.472133,4.838675823127994,4.8172933268200016,4.629437,4.075403240750165,4.3815884259699995,4.11661,2.277052242,1.06261875,3.7577585
0,0,MLDQJTXFUGDVEO-UHFFFAOYSA-N,OCNT-0493990,4.3083179805831024,3.79677352989,4.1644077,3.924018,4.129253,4.516677464009266,4.0845047472700005,4.4844294,4.830226717846405,4.964301163530001,5.432719,4.768259075,4.637883,4.911551
0,0,OCJYIGYOJCODJL-UHFFFAOYSA-N,OCNT-0495153,5.496677311252352,5.551365135520001,5.205547,5.6279984,5.6868663,5.904639003252605,5.4945022950799975,5.2888417,5.2298858812403255,5.082355267160001,5.0498266,5.68881332,5.551896,5.79318
0,0,KXGVEGMKQFWNSR-LLQZFEROSA-N,OCNT-0495620,4.565937574949377,4.54053761782,4.3509784,5.463963,5.2616405,5.13578218303586,4.443223481130001,4.9114313,5.181606427503154,5.04681328201,5.2253146,4.70201188,4.56400775,4.8694115
0,0,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,OCNT-0497954,5.243433821525375,5.391417741040001,5.539775,5.5365734,5.262057,5.653847287641109,5.462024468799999,5.151691,5.505433243713394,5.530015575,5.189922,4.805625338,4.67570325,4.938471
0,0,PBJUNZJWGZTSKL-MRXNPFEDSA-N,OCNT-1411118,5.033450076965187,5.2448038111,5.2447267,4.6769037,5.037496,5.2203881313942535,4.686649430460002,4.8549294,4.7852028054682565,5.028867635199997,5.567942,4.527574418,4.41357925,4.6766625
0,0,JXZZEXZZKAWDSP-UHFFFAOYSA-N,OCNT-1893991,5.230667583970732,5.354297396859998,4.946713,5.406852,5.236352,5.42771874371244,4.789397200189999,5.1320586,5.036607267642695,5.06974335746,5.0111966,5.078495465,4.909449,5.1993235
0,0,ZKMNUMMKYBVTFN-HNNXBMFYSA-N,OCNT-1893994,4.93832838819561,5.091422039300001,5.107411,5.17119,5.148465,4.645393816714206,5.078718985000004,4.7178316,4.678594293048964,4.94604567321,4.442233,4.071877675,2.217502,4.367382
0,0,RGOVYLWUIBMPGK-UHFFFAOYSA-N,OCNT-1893998,4.715964214788146,4.656892583540002,4.65185,4.875175,4.8439965,4.473235234802892,4.8089446007799985,4.5759063,4.727598103016704,4.84167586266,4.8985777,4.305505883,4.120195,4.4393285
0,0,LOUPRKONTZGTKE-LHHVKLHASA-N,OCNT-1911794,4.974237693065219,5.026730597689998,5.083927,5.3286314,5.5905385,5.163792271280982,4.932944333719998,5.0805287,4.941913500823161,4.895083619079997,5.0058293,7.46628706,7.39736675,7.53891875
0,0,AAUDAIVFRROHGC-UHFFFAOYSA-N,OCNT-2308543,4.743350590528467,4.5906066875999985,4.994651,4.6888623,4.744303,4.664763859750886,4.824248410109999,4.7284074,4.869234275161479,5.0301141401599985,4.8859696,4.797625327,4.62004725,5.00205925
0,0,JBLWNFFRBGGQRJ-UHFFFAOYSA-N,OCNT-2308571,4.49627796973241,4.32332392203,4.617059,4.4104867,4.367405,4.49652940537032,4.52940980751,4.52579,4.385243376145054,4.46677884645,4.806326,4.360274913,4.22812375,4.4792115
0,0,JLAOTGNFFLOXRH-UHFFFAOYSA-N,OCNT-2308603,5.168252925874028,5.3962230367699995,4.8261347,5.7900267,5.8158193,4.726028971068504,4.851442530600001,5.113836,5.509497786271655,4.836517070600001,4.840804,6.912598577,6.8234465,6.998756
0,0,HCZDJIDHWJKQNL-UHFFFAOYSA-N,OCNT-2308624,5.0892054593419385,5.036228643640002,5.1244483,5.240806,5.2030497,4.9780019810173055,4.853069079340001,4.8994794,5.1931289561813365,5.053409193790002,5.230543,4.532522875,4.39435975,4.71060175
0,0,AAYXDSMALIOPQB-UHFFFAOYSA-N,OCNT-2308640,4.8466900050104735,4.214521499530002,4.65185,4.409423,4.6561112,4.2912057144602604,4.460373884710001,4.5132413,4.564477684707959,4.22522389269,5.1966343,5.671216787,5.5916905,5.75738625
0,0,KGJRVDOHNIXDMY-UHFFFAOYSA-N,OCNT-2308660,5.005861700106224,4.909338622589998,5.285184,4.5036936,4.930569,4.653117218415268,4.386411329200001,3.9974263,5.024796896313273,4.866249655830001,4.546535,4.824518455,4.442275,5.251365
0,0,JZKCGQFNKIROBD-UHFFFAOYSA-N,OCNT-2308682,4.5094180644732615,4.4474848721399995,4.743035,4.3816814,4.8362174,4.3740332271321485,4.677342137999999,4.42158,4.347061088565094,4.28365945814,4.2179027,2.714225955,1.090608,4.02585125
0,0,FGQIIXMRZKWIQS-UHFFFAOYSA-N,OCNT-2308794,4.802565498550068,5.0087019021,4.941779,5.1628785,4.8751187,4.739682530113683,4.6428949722500015,4.8050747,4.893048330826792,4.861054298209998,4.8971624,5.387554947,5.278108,5.4928
0,0,FZCCZRTVIJFQKN-UHFFFAOYSA-N,OCNT-2308818,5.052573119719696,4.94732172822,4.532795,5.028748,5.101874,5.282535405538711,5.21556387769,5.007797,4.85243992836241,4.91415620835,5.1066985,6.9427113,6.83652375,7.04717925
0,0,ANWFMPNNWUQEGN-UHFFFAOYSA-N,OCNT-2308851,4.889272140628385,4.899448744589999,4.9062796,4.5913215,4.9079676,4.878505218839111,4.412555246010003,4.103504,4.876811133970084,4.770516229530001,4.96891,4.957006015,4.8369415,5.0566055
0,0,PFOQBJFOBMXIFQ-OLZOCXBDSA-N,OCNT-2308872,4.739365960175313,4.71052074011,4.8340926,4.7959538,4.993726,5.247595063215566,4.723017668899999,4.6087804,4.2677204730495,4.335287335630002,4.749151,4.703796022,4.58597925,4.875391
0,0,YRYRQKCRFQZBJZ-UHFFFAOYSA-N,OCNT-2308952,5.267279864730232,5.320969081959999,5.5161333,5.9576974,5.306923,5.400263524212275,4.931550928840001,4.7176795,4.989698978231961,4.88092194692,4.4211454,4.806376463,4.64668925,4.969385
0,0,SMUXAFUMKFMQDV-UHFFFAOYSA-N,OCNT-2308998,4.372697896973803,4.354829812379999,4.8340926,4.21829,4.465521,4.556451358260777,4.5225576975,3.9423273,4.316684337588262,4.491468669260001,4.792686,3.938411765,2.16079775,4.297036
0,0,XEASEVMEKOGXHQ-UHFFFAOYSA-N,OCNT-2309139,5.599214194249421,5.357881229640002,5.3392177,4.8975143,5.1903644,5.7143269649296355,5.407187662750001,5.5688357,5.0982220728687695,4.70063452584,5.2112474,6.002880787,5.8171685,6.1761215
0,0,HOLZORPNZUZFLM-UHFFFAOYSA-N,OCNT-2309149,4.292153164937928,4.39565319614,4.5844827,4.564128,4.754531,4.9207124888519695,4.5629214304999985,5.001957,4.812973821857556,4.401869009959999,4.4965763,5.258979828,5.18995925,5.324264
0,0,BWWQNTFNKYNBID-UHFFFAOYSA-N,OCNT-2309179,5.26692779529032,5.241301181,4.774507,4.877692,5.1970415,5.518114932350217,5.359751027290002,5.374758,5.2330211340945105,5.0949711021700015,5.167406,5.208824898,5.11047575,5.30994325
0,0,FCZNJMSICLCNRK-UHFFFAOYSA-N,OCNT-2309207,4.945486087273511,4.62446181621,4.9330153,4.5415144,4.8784604,4.622894369315521,4.56159436786,4.800895,4.590872642837644,4.745427086770002,4.512506,5.594462638,5.50762,5.68567175
0,0,HZJAEDMXWJCPPZ-UHFFFAOYSA-N,OCNT-2309246,4.523456121050244,4.828868673770001,4.70666,4.836956,5.0505457,4.945302878379037,4.939636062859997,5.0501294,5.07532963118522,5.047920125235002,5.148128,4.421305337,4.04713875,4.7099245
0,0,FDGYVGAIXDSNLL-UHFFFAOYSA-N,OCNT-2309338,4.828962180983593,4.95033339343,4.7918167,4.365317,5.2671323,4.998893400770444,4.729137616779997,4.642247,4.354271955767407,4.806518144109999,4.5482945,4.517929203,4.40593875,4.67874525
0,0,FKZOSNVMEGROHU-UHFFFAOYSA-N,OCNT-2309434,5.161065731468308,5.12180861584,5.230114,5.089528,5.373235,4.91358230435034,4.873522400179999,4.8008294,4.831556116645963,4.8991979382299995,5.0939355,5.434160313,5.28196525,5.575608
0,0,SRJYGDXJLJWAOP-UHFFFAOYSA-N,OCNT-2309447,4.594482991978073,4.04026051036,4.65185,4.3231506,4.3043704,3.863549672833507,3.973120441120002,4.5329437,4.428352934250553,4.567492830880002,3.9272423,2.003072748,1.04689075,3.31583175
0,0,PYIWSJVAJVCDJD-UHFFFAOYSA-N,OCNT-2309448,4.885971443285258,4.733452895140002,4.8363256,4.8076043,4.9996433,4.6498271352891045,4.79126871057,4.8430376,4.775990469301583,4.68837144814,4.363531,4.57077991,4.373799,4.8704155
0,0,VHRWMNXPYKUVDY-UHFFFAOYSA-N,OCNT-2309505,4.972019991090485,4.887092375440001,4.8340926,4.9966545,5.011217,4.70322429216868,4.629155196679999,4.6848664,5.253665959832776,4.970479657719999,5.0368533,4.2697782,4.0737325,4.38665075
0,0,PQDNSHRLKSHCPF-IUODEOHRSA-N,OCNT-2309520,4.65523359268219,4.343352149440001,4.65185,4.2388487,4.772262,4.24076495523152,3.9729427374099986,4.556947,4.548896147505923,4.77130802926,4.918091,5.013470625,4.88891975,5.1013915
0,0,WUJHRFRBGPBFFB-UHFFFAOYSA-N,OCNT-2309567,4.850934868791139,4.710452824819998,4.8384767,5.1439414,5.1399612,5.143510818569277,4.7901992822000015,4.775798,4.883577032922279,4.955462062959999,5.01954,5.088273115,4.9996775,5.26171375
0,0,VJOLPRXCRRLZKY-UHFFFAOYSA-N,OCNT-2309576,4.94287007229085,4.941557746999999,4.9534383,5.2235417,5.143448,4.906221478260458,4.9846584726,4.4927144,4.872757101380629,5.090439624599997,4.842767,4.935606362,4.85811775,5.00698125
0,0,XAKQUAVVZRFGRT-UHFFFAOYSA-N,OCNT-2309581,4.29401989626723,4.506657494000001,4.746707,4.351871,4.121218,4.210609334112935,4.580624096210001,4.137725,4.754803984214164,4.87525606082,4.3288054,4.640990073,4.4924365,4.84210325
