repeat,fold,inchikey,Molecule_Name,chemeleon__lightgbm,chemeleon__rf,chemeleon__xgboost,chemprop_chemeleoninit,chemprop_randominit,ecfp4_narrow__lightgbm,ecfp4_narrow__rf,ecfp4_narrow__xgboost,mordred_pca__lightgbm,mordred_pca__rf,mordred_pca__xgboost,y_true,conf_low,conf_high
0,0,IENZQIKPVFGBNW-UHFFFAOYSA-N,OCNT-0022066,4.169237363950857,4.09691436092,3.9499538,4.2122455,3.9961412,4.066986867443348,3.601625995610001,3.5279765,4.072264271597996,4.168769097200002,3.791599,4.145495083,3.94739075,4.39504475
0,0,ZUXABONWMNSFBN-UHFFFAOYSA-N,OCNT-0022129,3.8302195593409993,3.924162602050001,4.0405736,3.8166769,4.1398673,3.793469243494075,3.618262874100002,3.737018,3.838867930265978,3.893217520140001,3.9370687,4.323056245,4.2056725,4.45501125
0,0,YRCWQPVGYLYSOX-UHFFFAOYSA-N,OCNT-0022234,2.8873546945822053,3.2775905258300004,3.0570686,2.9183908,3.4973607,3.0224860270600966,2.90070969192,2.893448,2.9232020866439083,3.0409122327300007,2.6954517,2.057364435,1.053274,3.17556075
0,0,ZEWQUBUPAILYHI-UHFFFAOYSA-N,OCNT-0022246,4.746999384432613,4.607469760900002,4.2966466,4.8446445,4.0723763,4.740639699705411,5.054986632740001,4.832729,4.318885895309133,4.213931129699998,4.489167,4.831211795,4.7479685,4.92662125
0,0,CDQSUAXVLAUUPS-UHFFFAOYSA-N,OCNT-0319465,4.33267539733214,4.239108332940002,4.6561365,4.0240545,4.1252284,3.933995456467679,3.8510525309099983,4.374991,3.2756002521509737,4.151925419629999,3.9676068,3.778298405,3.43432025,4.08653975
0,0,PIXMJBOEBUQEEW-UHFFFAOYSA-N,OCNT-0492977,3.842528143795726,3.7983708773,3.7880394,4.7759542,3.5884395,3.7546228528049705,3.359020906880001,3.625308,3.697151015786161,4.005460728059998,3.3890278,4.70326415,4.61303725,4.8229005
0,0,LPEPZBJOKDYZAD-UHFFFAOYSA-N,OCNT-0493346,3.1028525043373385,3.064256554650001,3.9791203,2.6831706,4.272922,4.091842553358758,4.341728660289999,3.7109108,3.2700643606737314,3.78974659289,4.9998503,3.022274392,1.33395425,3.889911
0,0,YQNQNVDNTFHQSW-UHFFFAOYSA-N,OCNT-0494195,3.705322572449096,3.6190904743499983,4.1107464,3.3444633,4.4832673,3.3658552689326395,3.779081749469998,3.429481,3.2651117836316557,3.71817512254,4.3035483,3.684320417,3.1037815,4.06633
0,0,QIVBCDIJIAJPQS-VIFPVBQESA-N,OCNT-0495039,2.255000229707311,2.412845624529999,2.7129335,1.8166776,3.148294,3.031486145215572,3.2244417024300005,2.4931204,2.6236006998436388,3.3814154446199995,3.3554156,2.402435062,1.08331475,3.620926
0,0,OCJYIGYOJCODJL-UHFFFAOYSA-N,OCNT-0495153,4.773457424289823,4.701396440149997,4.97341,4.7116585,4.831904,5.502104387006689,5.152021667120001,5.0892744,4.99115845263249,4.7773493918000005,4.8340025,5.557870813,5.407367,5.668266
